EventId,EventTemplate,Occurrences
1074638d,**** [BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by 300ms  ****,1
a041eae4,AppleActuatorHIDEventDriver: stop,2
9464abfc,**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE -- <*> ****,2
7725026e,AppleActuatorDeviceUserClient::start Entered,1
a445c5ac,<*> <*>:<*>:<*> ksfetch[36439/0x7fff79824000] [lvl=<*>] main() Fetcher is exiting.,1
087828c2,"Google Chrome He[<*>] triggered unnest of range 0x7fff93c00000->0x7fff93e00000 of DYLD shared region in VM map 0x77c9114550458e7b. While not abnormal for debuggers, this increases system memory footprint until the target exits.",1
4784fd36,hibernate_page_list_setall(preflight <*>) start,1
ecf18144,hibernate_page_list_setall time: <*> ms,1
13c45b78,IOPolledFilePollersOpen(<*>) <*> ms,1
de24e21c,hibernate_teardown completed - discarded <*>,1
d7810eb2,AppleActuatorDeviceUserClient::stop Entered,1
142acb3b,"Opened file /var/vm/sleepimage, size <*>, extents <*>, maxio <*> ssd <*>",1
da7ac207,[IOBluetoothHostController::setConfigState] calling registerService,1
ee8c22aa,[HID] [MT] <*>::start entered,2
562d740f,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:https://13957525385%40163.com@<*>/874161398/principal/] Error Domain=NSURLErrorDomain Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7f8de0c0dc70 {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://13957525385%40163.com@<*>/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@<*>/874161398/principal/, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://13957525385%40163.com@<*>/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@<*>/874161398/principal/, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}",1
f6b506b5,Unable to start NetBIOS name service:,2
71b9734e,Got an XPC error: Connection invalid,1
477f5228,-[SFLListManager(ServiceReplyProtocol) notifyChanges:toListWithIdentifier:] Notified of item changes to list with identifier <*>,1
42442086,<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[36726/0x7000002a0000] [lvl=<*>] -[KSMultiUpdateAction performAction] KSPromptAction had no updates to apply.,1
5ede7912,no sleep images for WillPowerOffWithImages,1
1d8f9e52,ChromeExistion main isUndetectWithCommand = <*>,2
f79959b4,after trim url = https://<*>/_/chrome/newtab?rlz=1C5CHFA_enHK732HK732&espv=2&ie=UTF-8,1
2408d977,"ChromeExistion main strSendMsg = {""websitekey"":false,""commandkey"":true,""browserkey"":true}",1
b1d02dee,url host = <*>,1
0afb80df,the url = http://<*>/item/%E8%93%9D%E9%87%87%E5%92%8C/462624?fr=aladdin,1
795a719d,[<*>] [Adding [<CalDAVAccountRefreshQueueableOperation: <*> Sequence: 0>] to failed operations.],3
f356f9c1,hibernate_rebuild started,1
a3ed931c,"Service ""<*>"" tried to hijack endpoint ""<*>"" from owner: <*>",3
ce8c5299,<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: errors=<*>,2
2577fe5f,<*> <*>:<*>:<*> PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,1
e4ef3258,full wake request (reason <*>) <*> ms,1
d8c74e8c,kern_open_file_for_direct_io(<*>),1
3a51de54,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: <*>,2
75040252,"Page bounds {{0, 0}, {400, 400}}",2
088c8b51,Failed to connect (<*>) outlet from (<*>) to (<*>): missing setter or instance variable,2
05ec6822,[<*>] [Account xpc_ben@163.com@https://<*>/caldav/principals/users/xpc_ben%40163.com/ timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: 0x7fa11f9f2290; Sequence: 0>],1
9eaa786a,"[com.apple.calendar.store.log.caldav.queue] [Account refresh failed with error: Error Domain=CoreDAVHTTPStatusErrorDomain Code=<*> \""(null)\"" UserInfo={AccountName=<*>, CalDAVErrFromRefresh=<*>, CoreDAVHTTPHeaders=<CFBasicHash <*> [<*>]>{type = immutable dict, count = <*>, entries => <*> : Connection = <CFString <*> [<*>]>{contents = \""<*>""} <*> : Content-Type = <*> <*> : Content-Length = <*> <*> : Server = <*> <*> : Date = <CFString <*> [<*>]>{contents = \""<*>""} } }]",1
da60b592,Sandbox: SpotlightNetHelp(<*>) deny(<*>) ipc-posix-shm-read-data CFPBS:186A7:,1
65e9181e,"no application identifier provided, can't use provisioning profiles [pid=<*>]",1
ac18d0cb,tcp_connection_destination_handle_tls_close_notify <*> closing socket due to TLS CLOSE_NOTIFY alert,1
b72e1a54,CFNetwork SSLHandshake failed (<*>),1
9df1e585,"Unable to simultaneously satisfy constraints: ( ""<NSLayoutConstraint:<*> H:[NSImageView:<*>(<*>)]>"", ""<NSLayoutConstraint:<*> H:|-(<*>)-[NSImageView:<*>]   (Names: PageItemCell:<*>, '|':PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> 'NSView-Encapsulated-Layout-Width' H:[PageItemCell(<*>)]   (Names: PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> H:[NSImageView:<*>]-(<*>)-[NSTextField:<*>]>"", ""<NSLayoutConstraint:<*> H:[NSTextField:<*>]-(<*>)-|   (Names: PageItemCell:<*>, '|':PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> H:[NSTextField:<*>]-(>=NSSpace(<*>))-[NSTextField:<*>]>"" )  Will attempt to recover by breaking constraint <NSLayoutConstraint:<*> H:[NSImageView:<*>(<*>)]>  Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens.  And/or, break on objc_exception_throw to catch this in the debugger.",2
7e0b55ef,"Configuration Notice: ASL Module ""<*>"" sharing output destination ""/var/log/Accounts"" with ASL Module ""<*>"". Output parameters from ASL Module ""<*>"" override any specified in ASL Module ""<*>"".",1
98326e77,(DiskStore.Normal:<*>) 20cb04f <*>,1
8a5eff29,"CCDataTap::profileRemoved, Owner: <*>, Name: <*>",2
87c0c275,Unrecognized XSSimpleTypeDefinition: OneOff,2
feb55f06,DB Path: /Users/xpc/Library/Containers/<*>/Data/Documents/contents/916639562/QQ.db,1
ceee96f5,Could not get event name for stream/token: <*>/4505: <*>: Request for stale data,1
78ae8534,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:<*> productID=<*> version=<*> xc=<KSPathExistenceChecker:<*> path=<*> serverType=<*> url=<*> creationDate=<*> tagPath=<*> tagKey=<*> brandPath=<*> brandKey=<*> versionPath=<*> versionKey=<*> cohort=<*> cohortName=<*> ticketVersion=<*> > )} Using server: <KSOmahaServer:<*> engine=<KSUpdateEngine:<*> >,1
be5b8239,Error in CoreDragRemoveTrackingHandler: <*>,1
54fecb38,Session <*> destroyed,2
c125deaa,"nw_path_evaluator_start_helper_connection net_helper_path_evaluation_start failed, dumping backtrace: [x86_64] <*> <*>   libsystem_network.dylib             0x00007fff92fabde9 __nw_create_backtrace_string + <*> <*>   libsystem_network.dylib             0x00007fff92fc289f nw_path_evaluator_start_helper_connection + <*> <*>   libdispatch.dylib                   0x00007fff980fa93d _dispatch_call_block_and_release + <*> <*>   libdispatch.dylib                   0x00007fff980ef40b _dispatch_client_callout + <*> <*>   libdispatch.dylib                   0x00007fff980f403b _dispatch_queue_drain + <*> <*>   libdispatch.dylib                   0x00007fff980fa707 _dispatch_queue_invoke + <*> <*>   libdispatch.dylib                   0x00007fff980f2d53 _dispatch_root_queue_drain + <*> <*>   libdispatch.dylib                   0x00007fff980f2b00 _dispatch_worker_thread3 + <*> <*>   libsystem_pthread.dylib             0x00007fff8ebc44de _pthread_wqthread + <*> <*>   libsystem_pthread.dylib             0x00007fff8ebc2341 start_wqthread + <*>",1
afd6fc1f,"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=<*> in environment to log backtraces.",1
e63adca7,full wake promotion (reason <*>) <*> ms,1
85a28ba5,"NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL, <*>)",1
aa72a07c,"[QL] No sandbox token for request <QLThumbnailRequest vmware-usbarb-25037.log>, it will probably fail",1
f163ca89,"schedule invalidation <DYTransport 0x7f89e8c00520, error: lost transport connection (<*>)>",1
2370f559,[<*>:<*>:<*>] mv_LowLevelCheckIfVideoPlayableUsingDecoder signalled err=<*> (kFigMediaValidatorError_VideoCodecNotSupported) (video codec <*>) at  line <*>,1
a5b34a6e,<<<< MediaValidator >>>> mv_LookupCodecSupport: Unrecognized codec <*>,1
7a20870e,<<<< MediaValidator >>>> mv_ValidateRFC4281CodecId: Unrecognized codec <*>(null). Failed codec specific check.,1
0b27452f,CoreAnimation: timed out fence 5fe83,1
84c58f66,<*>:<*>:<*> ERROR:    <*>: timed out after 15.000s (<*> <*>); mMajorChangePending=<*>,1
b6db81a8,efi pagecount <*>,2
98fd98f0,did discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,1
f81e9894,Host controller terminated,1
62a029a2,[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object,2
9ed02a73,vm_compressor_fastwake_warmup completed - took <*> msecs,1
bd9c9138,"Unable to simultaneously satisfy constraints: ( ""<NSAutoresizingMaskLayoutConstraint:0x7f9d574e5370 h=-&- v=-&- V:[NSScrollView:0x7f9d64abe480]-(<*>)-|   (Names: '|':NSView:0x7f9d6a9cc340 )>"", ""<NSAutoresizingMaskLayoutConstraint:0x7f9d7561a270 h=-&- v=-&- V:|-(<*>)-[NSScrollView:0x7f9d64abe480]   (Names: '|':NSView:0x7f9d6a9cc340 )>"", ""<NSAutoresizingMaskLayoutConstraint:0x7f9d6aa2cf10 h=-&- v=--& V:[NSView:0x7f9d53160e30(<*>)]>"", ""<NSAutoresizingMaskLayoutConstraint:0x7f9d75652870 h=-&- v=-&- V:|-(<*>)-[NSView:0x7f9d6a9cc340]   (Names: '|':NSView:0x7f9d53160e30 )>"", ""<NSAutoresizingMaskLayoutConstraint:0x7f9d77ef8f50 h=-&- v=-&- V:[NSView:0x7f9d6a9cc340]-(<*>)-|   (Names: '|':NSView:0x7f9d53160e30 )>"" )  Will attempt to recover by breaking constraint <NSAutoresizingMaskLayoutConstraint:0x7f9d7561a270 h=-&- v=-&- V:|-(<*>)-[NSScrollView:0x7f9d64abe480]   (Names: '|':NSView:0x7f9d6a9cc340 )>  Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens.  And/or, break on objc_exception_throw to catch this in the debugger.",1
06e4f475,<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[39159/0x7000002a0000] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] About to run checks for any other apps.,1
d936b6d4,"Arranged view frame: {{0, 0}, {260, 877}}",1
baac63ed,CCProfileMonitor::setStreamEventHandler,1
2bc6deed,Telling CSI to go low power.,1
